customer_id,name,email,region,gender,age_group,account_type,signup_date
1747,Riley Martin,rileymartino@example.com,South,Male,55-64,Guest,2025-02-20
1748,Riley Patel,rileypatelk@mail.com,West,Male,25-34,Guest,2024-12-20
1749,Avery King,averykingwqb@mail.com,Northeast,Female,45-54,Guest,2024-05-08
1750,Taylor Rivera,taylorriveraf@mail.com,Midwest,Male,55-64,Registered,2023-12-03
1751,Jamie Nguyen,jamienguyenlsf@domain.net,Northeast,Male,35-44,Guest,2025-05-07
1752,Reese Adams,reeseadams53@mail.com,South,Male,55-64,Registered,2023-04-18
1753,Logan Walker,loganwalker2j@mail.com,South,Male,65+,Registered,2023-09-15
1754,Morgan Nguyen,morgannguyenq@inbox.com,Northeast,Male,25-34,Registered,2024-06-07
1755,Drew Nguyen,drewnguyen3nn@mail.com,west  ,Male,25-34,Guest,2025-06-25
1756,Drew Garcia,drewgarciaxqu@mail.com,West,Male,25-34,Premium,2024-11-08
1757,Logan Brown,loganbrownvv@mail.com,Midwest,Female,35-44,Registered,2024-09-13
1758,Taylor Lee,taylorleetg@mail.com,Northeast,Male,25-34,Registered,2025-02-03
1759,Jordan Clark,jordanclarkzu@mail.com,South,Female,18-24,Guest,2023-09-21
1760,Jordan Clark,jordanclarkfx@mail.com,South,Female,25-34,Premium,2023-11-15
1761,Casey Brown,caseybrown6@inbox.com,Midwest,Female,55-64,Registered,2023-04-02
1762,Jamie King,jamieking@mail.com,West,Female,65+,Guest,2025-03-05
1763,Jordan Lee,jordanlee2@inbox.com,South,Prefer not to say,45-54,Registered,2024-05-25
1764,Sam Hall,samhall9@inbox.com,Northeast,Female,25-34,Guest,2024-08-27
1765,Drew King,drewkingw@mail.com,Midwest,Female,55-64,Guest,2025-02-11
1766,Jordan Hall,jordanhall9ap@inbox.com,South,Male,18-24,Guest,2024-12-23
1767,Avery Young,averyyoungkj@domain.net,South,Male,18-24,Premium,2023-11-18
1768,Casey Clark,caseyclark99n@inbox.com,West,Male,55-64,Guest,2024-11-25
1769,Avery Baker,averybakerpx@inbox.com,Midwest,Male,25-34,Registered,2024-07-13
1770,Avery Clark,averyclark4yc@mail.com,Midwest,Female,35-44,Registered,2023-12-09
1771,Skyler Hall,skylerhall9j@mail.com,Northeast,Female,45-54,Registered,2024-03-13
1772,Logan Kim,logankimg@inbox.com,South,Female,45-54,Guest,2023-06-15
1773,Skyler Young,skyleryoung8i@mail.com,Midwest,Male,45-54,Registered,2023-12-17
1774,Jordan Walker,jordanwalkerya4@example.com,South,Male,25-34,Guest,2024-02-05
1775,Alex King,alexking@domain.net,Midwest,Male,45-54,Guest,2023-11-01
1776,Skyler Nguyen,skylernguyenl@inbox.com,South,Female,,Guest,2023-02-04
1777,Casey Adams,caseyadamsrd@inbox.com,Midwest,Female,45-54,Guest,2025-06-28
1778,Quinn Young,quinnyoungc@domain.net,Northeast,,25-34,Registered,2024-02-08
1779,Logan Patel,loganpatel7sf@domain.net,Northeast,Male,45-54,Premium,2024-01-03
1780,Taylor Patel,taylorpatela@domain.net,Midwest,Female,25-34,Registered,2023-02-21
1781,Jamie Clark,jamieclarkjg@domain.net,Northeast,Male,35-44,Registered,2024-07-04
1782,Logan Wright,loganwright98@mail.com,Midwest,Male,55-64,Guest,2023-10-18
1783,Quinn Adams,quinnadamssu9@domain.net,Northeast,Female,18-24,Guest,2025-02-19
1784,Logan Garcia,logangarciawg5@inbox.com,Northeast,Female,35-44,Guest,2023-01-17
1785,Morgan Walker,morganwalker@example.com,Northeast,Female,18-24,Premium,2024-05-02
1786,Quinn Garcia,quinngarciaq1i@mail.com,Northeast,Female,25-34,Registered,2024-11-19
1787,Drew Rivera,drewriverasi@mail.com,South,Female,45-54,Guest,2024-05-09
1788,Riley Martin,rileymartinp22@mail.com,South,Male,45-54,Registered,2023-12-01
1789,Riley Garcia,rileygarcia6mu@example.com,Midwest,Female,25-34,Guest,2023-06-18
1790,Skyler Wright,skylerwrightd@domain.net,Midwest,Male,25-34,Guest,2024-05-21
1791,Morgan Lee,morganleedb@mail.com,South,Female,18-24,Guest,2023-07-12
1792,Jordan Hall,jordanhallc@inbox.com,South,Female,25-34,Premium,2024-07-02
1793,Reese Clark,reeseclarkx8u@example.com,Midwest,Male,55-64,Guest,2023-11-19
1794,Jordan Hall,jordanhallz56@example.com,Northeast,Male,25-34,Guest,2024-06-10
1795,Jamie Hall,jamiehally@domain.net,South,Male,35-44,Guest,2023-01-20
1796,Drew Nguyen,drewnguyen7@mail.com,South,Female,45-54,Guest,2023-08-14
1797,Logan Brown,loganbrownwr@domain.net,Northeast,Female,55-64,Guest,2025-01-25
1798,Jamie Baker,jamiebakersu@example.com,Midwest,Male,18-24,Registered,2024-11-06
1799,Jamie Lee,jamieleenl@mail.com,South,Male,65+,Premium,2024-12-28
1800,Hayden Brown,haydenbrown980@example.com,South,Male,45-54,Premium,2024-12-16
1801,Alex King,alexkingydy@inbox.com,Midwest,Male,18-24,Registered,2024-12-06
1802,Morgan Adams,morganadamsfz@example.com,Midwest,,45-54,Guest,2024-12-10
1803,Alex Brown,alexbrown@inbox.com,Midwest,Female,18-24,Premium,2025-06-19
1804,Riley Nguyen,rileynguyenkrm@example.com,Midwest,Female,18-24,Registered,2023-07-30
1805,Reese Wright,reesewrightzao@inbox.com,south ,Female,25-34,Registered,2024-09-01
1806,Cameron Brown,cameronbrownva@mail.com,South,Male,25-34,Guest,2024-11-19
1807,Avery Lee,averyleeb@example.com,Northeast,Male,45-54,Registered,2023-01-22
1808,Logan Clark,loganclarkv8@mail.com,West,Female,25-34,Guest,2023-03-07
1809,Jamie Brown,jamiebrown4@inbox.com,South,Male,25-34,Registered,2025-06-04
1810,Taylor Martin,taylormartinkq@domain.net,Midwest,Female,18-24,Registered,2024-07-19
1811,Morgan Rivera,morganriverab@mail.com,South,Male,55-64,Guest,2024-07-13
1812,Riley Patel,rileypatel2n9@domain.net,Northeast,Female,45-54,Registered,2023-03-14
1813,Riley Brown,rileybrownwdb@mail.com,West,Female,55-64,Registered,2023-12-03
1814,Jordan Young,jordanyoungr@domain.net,Midwest,Male,25-34,Guest,2024-12-18
1815,Avery Walker,averywalkerczw@example.com,Midwest,Female,45-54,Guest,2024-05-23
1816,Alex Kim,alexkimt8@inbox.com,Northeast,Female,25-34,Registered,2024-10-31
1817,Jordan Hall,jordanhallxw@domain.net,West,Male,35-44,Registered,2024-10-23
1818,Quinn Nguyen,quinnnguyen3jy@mail.com,West,Male,25-34,Guest,2023-04-26
1819,Skyler King,skylerkingk3z@example.com,South,Female,45-54,Registered,2023-12-04
1820,Casey Nguyen,caseynguyenv@example.com,South,Female,18-24,Premium,2024-06-18
1821,Hayden Clark,haydenclarknr@domain.net,Northeast,Female,35-44,Guest,2025-02-10
1822,Riley Adams,rileyadams8b@mail.com,Midwest,Male,18-24,Premium,2024-09-07
1823,Avery Brown,averybrownia1@inbox.com,Midwest,Prefer not to say,25-34,Registered,2023-04-22
1824,Jordan Hall,jordanhallos@example.com,South,Prefer not to say,18-24,Guest,2025-06-14
1825,Riley Patel,rileypatellox@example.com,South,Male,25-34,Registered,2023-01-30
1826,Avery Martin,averymartinq@inbox.com,Midwest,Female,35-44,Guest,2024-05-22
1827,Taylor Lee,taylorleeqe@domain.net,West,Male,35-44,Guest,2024-04-08
1828,Reese Young,reeseyoung85@mail.com,south ,Male,18-24,Guest,2023-05-17
1829,Jamie Rivera,jamieriverah1@domain.net,South,Male,45-54,Registered,2024-11-05
1830,Taylor Young,tayloryoungs42@domain.net,West,Male,55-64,Guest,2023-02-09
1831,Drew Patel,drewpatelvj@example.com,Northeast,Male,45-54,Registered,2023-04-25
1832,Skyler Baker,skylerbaker7a@mail.com,South,Female,25-34,Registered,2024-10-04
1833,Jamie Wright,jamiewrightt@example.com,Northeast,Male,35-44,Registered,2023-05-30
1834,Alex Wright,alexwrightq3@mail.com,West,Female,25-34,Guest,2023-12-01
1835,Hayden Lee,haydenleeos@inbox.com,Northeast,Female,18-24,Guest,2025-03-09
1836,Hayden Clark,haydenclarko0@example.com,South,Female,55-64,Guest,2023-05-15
1837,Jamie Rivera,jamieriverae@mail.com,South,Male,35-44,Registered,2023-04-03
1838,Riley Clark,rileyclark4@domain.net,South,Male,25-34,Registered,2024-05-29
1839,Reese Hall,reesehall2g@example.com,South,Female,45-54,Registered,2024-05-14
1840,Skyler Martin,skylermartingj@mail.com,West,Female,55-64,Premium,2024-08-12
1841,Cameron Clark,cameronclark8x@mail.com,Midwest,Female,18-24,Registered,2023-06-17
1842,Avery Nguyen,averynguyennhu@domain.net,Northeast,Female,35-44,Guest,2023-01-25
1843,Reese Martin,reesemartind@domain.net,Northeast,Male,35-44,Guest,2024-10-15
1844,Jamie Walker,jamiewalkery@domain.net,South,Female,18-24,Premium,2024-04-12
1845,Taylor Clark,taylorclarkk@example.com,South,Female,65+,Premium,2025-03-13
1846,Drew Clark,drewclarkb1k@example.com,Midwest,Female,35-44,Guest,2023-04-17
1847,Cameron Brown,cameronbrownb2@mail.com,Midwest,Male,25-34,Guest,2023-12-04
1848,Alex Brown,alexbrownn9p@inbox.com,Midwest,Male,55-64,Registered,2024-08-05
1849,Drew King,drewking6si@mail.com,south ,Male,18-24,Registered,2025-04-27
1850,Morgan Hall,morganhalll@example.com,Midwest,Female,,Registered,2024-07-13
1851,Jamie Kim,jamiekima@mail.com,Midwest,Male,55-64,Registered,2025-01-04
1852,Reese Clark,reeseclark08x@inbox.com,South,Male,45-54,Guest,2024-09-17
1853,Taylor Young,tayloryoungt@domain.net,south ,Male,45-54,Registered,2023-08-30
1854,Sam Wright,samwrightpz@mail.com,South,Female,35-44,Registered,2024-12-25
1855,Quinn Lee,quinnleez1f@domain.net,West,Female,55-64,Premium,2023-11-25
1856,Riley Adams,rileyadamsrx@inbox.com,West,Female,18-24,Guest,2024-05-04
1857,Cameron Clark,cameronclarko@inbox.com,Northeast,Female,55-64,Registered,2024-11-08
1858,Jamie Nguyen,jamienguyeny@example.com,West,Female,55-64,Guest,2025-05-30
1859,Alex Garcia,alexgarciauq2@example.com,South,Male,35-44,Registered,2023-08-14
1860,Reese Walker,reesewalkerzzs@mail.com,Northeast,Other,65+,Registered,2023-06-09
1861,Reese Martin,reesemartind@inbox.com,Midwest,Male,25-34,Registered,2024-08-21
1862,Quinn Adams,quinnadamsc@example.com,South,Male,35-44,Registered,2023-09-28
1863,Logan Wright,loganwrightwep@domain.net,Midwest,Male,35-44,Guest,2023-02-11
1864,Hayden Martin,haydenmartinai@domain.net,South,Female,25-34,Premium,2025-02-05
1865,Casey Walker,caseywalkeri@domain.net,Northeast,Male,35-44,Registered,2023-04-26
1866,Drew Young,drewyoung2c@inbox.com,Midwest,Male,35-44,Guest,2024-01-19
1867,Skyler Hall,skylerhallyz3@domain.net,South,Male,55-64,Premium,2023-03-19
1868,Jamie Garcia,jamiegarcia7y7@inbox.com,South,Female,18-24,Guest,2023-04-16
1869,Morgan Hall,morganhallsb4@inbox.com,West,Female,25-34,Guest,2024-01-07
1870,Alex Adams,alexadamsa93@example.com,South,Male,55-64,Guest,2024-04-19
1871,Riley Brown,rileybrownt6@mail.com,West,Female,55-64,Guest,2025-01-11
1872,Reese Rivera,reeseriverag9f@example.com,Midwest,Female,25-34,Guest,2024-12-05
1873,Quinn Walker,quinnwalker19y@domain.net,Midwest,Female,45-54,Registered,2023-08-01
1874,Jordan King,jordankingbb@domain.net,Midwest,Male,45-54,Guest,2025-02-01
1875,Taylor Patel,taylorpatelt@example.com,Midwest,Female,18-24,Guest,2024-03-01
1876,Jamie Martin,jamiemartinc6@mail.com,Northeast,Female,25-34,Premium,2024-12-14
1877,Quinn King,quinnkingqxj@domain.net,West,Female,18-24,Premium,2023-10-08
1878,Taylor Rivera,taylorriveraxp@inbox.com,South,Female,18-24,Registered,2024-01-16
1879,Taylor Adams,tayloradamssu@inbox.com,Northeast,Male,25-34,Guest,2024-06-08
1880,Casey Wright,caseywrightazf@domain.net,Northeast,Male,35-44,Registered,2024-12-31
1881,Sam Hall,samhallwr@mail.com,West,Female,55-64,Guest,2024-02-27
1882,Cameron King,cameronking5j8@example.com,Northeast,Female,25-34,Registered,2024-03-09
1883,Casey Hall,caseyhallm@mail.com,Northeast,Male,45-54,Registered,2025-04-30
1884,Skyler Wright,skylerwright8p@example.com,South,Female,45-54,Guest,2025-04-23
1885,Avery Patel,averypatelxzw@inbox.com,West,Female,55-64,Premium,2024-07-27
1886,Taylor King,taylorkingla7@inbox.com,Northeast,Female,35-44,Registered,2024-07-26
1887,Logan King,loganking67@example.com,Northeast,Female,18-24,Registered,2023-01-08
1888,Morgan Martin,morganmartin7@example.com,West,Female,25-34,Registered,2024-01-13
1889,Logan Wright,loganwright@domain.net,Northeast,Female,65+,Guest,2023-05-16
1890,Avery Wright,averywrighth@inbox.com,west  ,Male,18-24,Registered,2023-04-27
1891,Alex Clark,alexclarklzd@domain.net,South,Female,25-34,Registered,2025-02-23
1892,Hayden Kim,haydenkim4hm@domain.net,Midwest,Male,25-34,Registered,2023-04-23
1893,Logan Adams,loganadamspu@mail.com,Midwest,Male,35-44,Guest,2023-01-05
1894,Reese Young,reeseyoungbjr@domain.net,South,Female,65+,Registered,2023-08-11
1895,Sam Clark,samclarku7@domain.net,Midwest,Female,25-34,Guest,2024-03-04
1896,Quinn Adams,quinnadamspr2@mail.com,Northeast,Female,35-44,Registered,2024-09-13
1897,Jordan Wright,jordanwrightr@domain.net,Northeast,Male,45-54,Guest,2023-07-23
1898,Avery Nguyen,averynguyenl@mail.com,South,Female,35-44,Guest,2023-02-20
1899,Cameron Wright,cameronwrighta9q@domain.net,West,Female,35-44,Registered,2024-06-27
1900,Jamie King,jamiekingsp9@example.com,West,Male,25-34,Premium,2024-08-09
1901,Alex Wright,alexwrightg@domain.net,South,Male,35-44,Registered,2023-07-08
1902,Jordan Rivera,jordanriverar4@inbox.com,Midwest,Male,25-34,Registered,2023-07-20
1903,Taylor Baker,taylorbaker85@inbox.com,Midwest,Female,45-54,Registered,2024-04-04
1904,Quinn King,quinnkingre@inbox.com,Northeast,Female,45-54,Registered,2024-08-27
1905,Quinn Lee,quinnlee7cm@example.com,Midwest,Female,25-34,Registered,2023-02-08
1906,Jamie Young,jamieyoungd@domain.net,Northeast,Male,35-44,Guest,2023-08-19
1907,Hayden Lee,haydenleee@inbox.com,Northeast,Male,45-54,Registered,2024-05-04
1908,Casey Young,caseyyoungj4@domain.net,Northeast,Female,18-24,Registered,2023-06-16
1909,Quinn Young,quinnyoung2v@example.com,West,Other,55-64,Registered,2025-02-03
1910,Cameron Hall,cameronhalle@domain.net,South,Female,55-64,Guest,2023-04-23
1911,Riley Rivera,rileyriverae@example.com,Midwest,Male,35-44,Guest,2024-08-05
1912,Riley Lee,rileylee5i0@mail.com,Northeast,Female,55-64,Guest,2025-02-09
1913,Cameron Walker,cameronwalker@inbox.com,Northeast,Female,55-64,Guest,2024-12-03
1914,Morgan Clark,morganclark79b@domain.net,Midwest,Male,45-54,Registered,2023-01-25
1915,Morgan Adams,morganadamsn4n@inbox.com,West,Male,25-34,Registered,2024-01-19
1916,Alex Baker,alexbaker7td@example.com,West,Male,25-34,Guest,2024-09-19
1917,Logan Lee,loganlee4kp@domain.net,South,Female,25-34,Guest,2024-09-10
1918,Drew Rivera,drewriveram@mail.com,Midwest,Female,65+,Premium,2024-11-18
1919,Taylor Lee,taylorleegj@mail.com,West,Female,45-54,Guest,2025-01-06
1920,Drew Walker,drewwalkersy@inbox.com,South,Female,45-54,Registered,2024-08-15
1921,Reese Lee,reeselee4zd@mail.com,South,Female,45-54,Registered,2023-04-20
1922,Avery Garcia,averygarcia46b@mail.com,Midwest,Male,25-34,Guest,2024-03-02
1923,Skyler Walker,skylerwalker6u2@domain.net,South,Male,55-64,Guest,2023-08-06
1924,Casey Lee,caseylee9nz@inbox.com,West,Male,25-34,Guest,2024-06-17
1925,Reese Patel,reesepatelkns@mail.com,Northeast,Female,35-44,Guest,2023-09-11
1926,Riley Young,rileyyoungf@example.com,Midwest,Male,55-64,Guest,2023-09-26
1927,Drew Lee,drewleevv8@mail.com,Midwest,Male,18-24,Registered,2024-04-12
1928,Taylor Young,tayloryoungdj@domain.net,Midwest,Male,25-34,Guest,2025-06-26
1929,Taylor Clark,taylorclarktn@example.com,Midwest,Female,,Guest,2023-03-06
1930,Alex Rivera,alexrivera7ij@domain.net,Northeast,Female,25-34,Guest,2024-09-19
1931,Alex Patel,alexpatelv@example.com,Northeast,Male,45-54,Registered,2025-06-13
1932,Alex Wright,alexwright2a@mail.com,Northeast,Female,18-24,Guest,2024-11-16
1933,Skyler Garcia,skylergarciad@inbox.com,Northeast,Male,35-44,Premium,2023-03-09
1934,Alex King,alexking1@domain.net,Northeast,Male,55-64,Registered,2025-05-10
1935,Drew Clark,drewclark@example.com,N. East,Female,18-24,Guest,2024-04-17
1936,Jordan Martin,jordanmartinm0@mail.com,South,Male,25-34,Guest,2024-08-01
1937,Jamie Kim,jamiekim3on@mail.com,South,Male,35-44,Registered,2023-09-11
1938,Riley Clark,rileyclarkpnm@mail.com,Northeast,Female,55-64,Guest,2025-03-19
1939,Logan Kim,logankimuz5@example.com,South,Male,35-44,Guest,2023-11-07
1940,Skyler Adams,skyleradamsa@mail.com,Midwest,Male,55-64,Guest,2023-04-03
1941,Jordan Wright,jordanwright8oo@mail.com,West,Male,55-64,Guest,2024-06-08
1942,Skyler Walker,skylerwalkerr@domain.net,West,Female,45-54,Registered,2023-01-18
1943,Quinn Brown,quinnbrown2@inbox.com,Northeast,Female,25-34,Guest,2024-05-15
1944,Sam Clark,samclarkovd@example.com,West,,65+,Guest,2024-01-06
1945,Logan Young,loganyoungela@example.com,Northeast,Male,35-44,Guest,2025-01-31
1946,Quinn Patel,quinnpatelzc@domain.net,Northeast,Female,18-24,Guest,2024-10-02
1947,Jordan Garcia,jordangarciawno@mail.com,West,Female,35-44,Guest,2025-05-27
1948,Hayden Kim,haydenkimze@inbox.com,South,Female,55-64,Registered,2024-01-13
1949,Jamie Kim,jamiekimkui@domain.net,Midwest,Male,25-34,Registered,2023-01-06
1950,Taylor Patel,taylorpateli9w@inbox.com,West,Male,45-54,Registered,2023-09-02
1951,Skyler Brown,skylerbrowncrp@inbox.com,Midwest,Male,35-44,Guest,2024-12-18
1952,Logan Garcia,logangarciad81@domain.net,West,,18-24,Registered,2023-07-05
1953,Jordan Nguyen,jordannguyenn4h@domain.net,Midwest,Male,45-54,Guest,2025-01-24
1954,Skyler Young,skyleryoungt@example.com,South,Male,35-44,Guest,2023-09-20
1955,Casey Hall,caseyhallg2x@inbox.com,South,Male,25-34,Guest,2025-01-18
1956,Morgan Martin,morganmartinnxt@mail.com,South,Male,45-54,Registered,2023-03-26
1957,Avery Lee,averylees@inbox.com,west  ,Female,35-44,Guest,2024-01-01
1958,Casey Young,caseyyoungv@mail.com,South,Male,65+,Registered,2024-06-22
1959,Quinn Kim,quinnkimfe@domain.net,Northeast,Male,35-44,Registered,2024-04-10
1960,Morgan Rivera,morganrivera7e@example.com,South,Female,45-54,Registered,2025-03-01
1961,Logan Baker,loganbakerf6@domain.net,Midwest,Male,35-44,Registered,2023-08-17
1962,Jamie Nguyen,jamienguyen6r@mail.com,West,Male,25-34,Guest,2023-09-17
1963,Alex Rivera,alexrivera8i@mail.com,Midwest,Female,35-44,Guest,2024-04-05
1964,Logan Lee,loganleej@domain.net,West,Male,18-24,Registered,2024-09-11
1965,Quinn Brown,quinnbrownfe0@mail.com,Northeast,Male,25-34,Registered,2024-11-14
1966,Hayden Adams,haydenadamsio@example.com,Northeast,Female,45-54,Registered,2024-07-25
1967,Avery Lee,averyleezn@example.com,Midwest,Male,35-44,Guest,2023-05-04
1968,Logan Wright,loganwrightv@inbox.com,West,Female,25-34,Guest,2023-05-11
1969,Quinn King,quinnking1ck@mail.com,South,Female,55-64,Guest,2023-10-26
1970,Casey Rivera,caseyrivera2v@example.com,South,Female,25-34,Registered,2024-11-01
1971,Skyler Wright,skylerwright95i@example.com,West,Male,35-44,Guest,2023-05-02
1972,Riley Nguyen,rileynguyenf2@example.com,South,Male,25-34,Registered,2024-09-21
1973,Alex Adams,alexadamsq0k@mail.com,Midwest,Male,18-24,Premium,2023-01-14
1974,Hayden Martin,haydenmartinmx2@inbox.com,Northeast,Male,45-54,Guest,2023-12-18
1975,Quinn Baker,quinnbakery@domain.net,West,Male,18-24,Registered,2024-01-22
1976,Skyler Walker,skylerwalker70@domain.net,N. East,Female,25-34,Premium,2025-01-18
1977,Reese Martin,reesemartin5c@example.com,Midwest,Female,45-54,Registered,2025-01-11
1978,Jamie Walker,jamiewalkerok@example.com,Midwest,Male,45-54,Registered,2025-06-13
1979,Avery Hall,averyhall7@mail.com,West,Female,35-44,Registered,2024-07-23
1980,Avery Adams,averyadamsnyt@inbox.com,Northeast,Female,35-44,Registered,2024-12-20
1981,Skyler Nguyen,skylernguyen50k@domain.net,Midwest,Male,45-54,Guest,2024-07-02
1982,Reese Hall,reesehalloq@mail.com,Northeast,Female,25-34,Guest,2025-01-15
1983,Morgan Patel,morganpatelas4@mail.com,Northeast,Male,35-44,Premium,2023-09-25
1984,Skyler Young,skyleryoungubw@inbox.com,Midwest,Male,18-24,Registered,2023-12-19
1985,Casey Nguyen,caseynguyenu@mail.com,Northeast,Female,25-34,Guest,2023-01-28
1986,Taylor Nguyen,taylornguyeny7@inbox.com,South,Male,65+,Premium,2024-01-06
1987,Taylor Patel,taylorpatel0kk@inbox.com,South,Male,25-34,Guest,2024-08-24
1988,Drew Garcia,drewgarciav@mail.com,Northeast,Male,18-24,Guest,2023-02-27
1989,Avery Young,averyyoung1ad@inbox.com,West,Male,45-54,Registered,2024-11-01
1990,Jamie Rivera,jamieriveraa@example.com,South,Female,35-44,Guest,2023-12-14
1991,Skyler Garcia,skylergarcia4f@domain.net,West,Female,35-44,Guest,2023-02-18
1992,Casey Garcia,caseygarciaay@example.com,Northeast,,25-34,Guest,2024-01-05
1993,Riley King,rileykingfyp@example.com,South,Female,35-44,Premium,2023-12-01
1994,Taylor Martin,taylormartin8x@inbox.com,Midwest,Male,45-54,Registered,2023-02-26
1995,Quinn Clark,quinnclarkatg@example.com,Midwest,Female,25-34,Registered,2023-02-19
1996,Drew Walker,drewwalker6m@example.com,South,Male,25-34,Guest,2025-06-06
1997,Riley Garcia,rileygarciak@example.com,Midwest,Male,18-24,Guest,2024-03-23
1998,Drew Hall,drewhall7m@mail.com,Northeast,Female,35-44,Registered,2023-10-28
1999,Morgan King,morganking0z@example.com,South,Female,35-44,Registered,2023-12-02
2000,Logan Martin,loganmartinr@domain.net,South,Female,45-54,Guest,2024-05-26
2001,Cameron Martin,cameronmartinfs3@mail.com,mid-west,Female,35-44,Registered,2023-01-14
2002,Riley Garcia,rileygarcia0c@domain.net,West,Female,35-44,Registered,2023-02-12
2003,Hayden Rivera,haydenrivera79@domain.net,Midwest,Male,65+,Guest,2023-04-11
2004,Morgan Hall,morganhalliej@inbox.com,Northeast,Female,55-64,Registered,2023-12-13
2005,Jordan Adams,jordanadamsb5@mail.com,West,Female,18-24,Registered,2025-05-05
2006,Cameron Adams,cameronadamssbv@example.com,Northeast,Male,45-54,Registered,2023-08-19
2007,Skyler Adams,skyleradamsym@inbox.com,Northeast,Female,45-54,Guest,2024-10-16
2008,Logan Clark,loganclark94z@domain.net,Midwest,Female,45-54,Guest,2024-12-04
2009,Logan Wright,loganwrightf@domain.net,South,Male,18-24,Guest,2023-12-26
2010,Hayden Walker,haydenwalkerstt@domain.net,Midwest,Female,,Guest,2023-04-13
2011,Alex Martin,alexmarting@domain.net,South,Male,55-64,Registered,2024-05-29
2012,Taylor Garcia,taylorgarciack@inbox.com,South,Female,55-64,Registered,2023-08-11
2013,Reese Baker,reesebakervre@mail.com,South,Female,55-64,Guest,2024-07-10
2014,Riley Clark,rileyclark5r@domain.net,South,Female,25-34,Registered,2023-12-02
2015,Taylor Rivera,taylorriveravo2@domain.net,West,Male,45-54,Registered,2024-06-12
2016,Morgan Clark,morganclarkoq@example.com,South,Male,35-44,Premium,2023-07-29
2017,Avery Martin,averymartinfo@mail.com,West,Female,35-44,Guest,2023-02-09
2018,Drew King,drewking0@mail.com,West,Female,55-64,Registered,2023-05-31
2019,Casey Garcia,caseygarciaw6@inbox.com,Northeast,Female,55-64,Guest,2023-03-17
2020,Avery Hall,averyhalleqq@example.com,Northeast,Female,25-34,Registered,2024-11-11
2021,Riley Kim,rileykim7@mail.com,West,Male,45-54,Registered,2023-07-20
2022,Jamie Martin,jamiemartincoa@inbox.com,South,Male,45-54,Registered,2023-05-13
2023,Jamie Baker,jamiebakeriiu@example.com,Northeast,Female,35-44,Premium,2023-02-10
2024,Skyler Clark,skylerclarka9f@mail.com,Midwest,Male,55-64,Premium,2024-07-30
2025,Hayden Patel,haydenpatelc7t@inbox.com,South,Female,25-34,Registered,2025-01-18
2026,Alex Garcia,alexgarciahb@domain.net,West,Male,25-34,Guest,2023-09-16
2027,Logan Lee,loganleeqcp@example.com,West,Male,35-44,Registered,2024-11-06
2028,Riley King,rileyking1@mail.com,Northeast,Male,35-44,Registered,2025-05-05
2029,Hayden Young,haydenyoungjv@example.com,Northeast,Female,55-64,Registered,2024-03-12
2030,Sam Clark,samclarkqu@example.com,South,Male,45-54,Guest,2023-01-29
2031,Riley Brown,rileybrownk@domain.net,South,Male,25-34,Registered,2025-06-12
2032,Taylor Brown,taylorbrownc9r@domain.net,South,Male,35-44,Registered,2024-11-28
2033,Reese Rivera,reeseriveraylt@mail.com,Northeast,Male,65+,Premium,2024-03-21
2034,Cameron Clark,cameronclarkwb@example.com,West,,25-34,Premium,2023-01-13
2035,Avery Martin,averymartinq71@mail.com,Northeast,Male,45-54,Guest,2024-03-13
2036,Sam Baker,sambakerput@inbox.com,South,Male,45-54,Guest,2023-04-29
2037,Reese Young,reeseyoung2e@inbox.com,South,Female,35-44,Guest,2024-02-17
2038,Sam Adams,samadamss90@mail.com,Midwest,Female,18-24,Registered,2024-05-29
2039,Alex Nguyen,alexnguyenf@example.com,Northeast,Male,55-64,Registered,2024-07-02
2040,Taylor Martin,taylormartinvt@inbox.com,mid-west,Male,55-64,Guest,2025-01-01
2041,Drew Hall,drewhallkjb@domain.net,Midwest,Female,18-24,Guest,2025-05-15
2042,Sam Young,samyoungj@mail.com,Northeast,Female,65+,Registered,2024-10-29
2043,Riley Baker,rileybakerb@inbox.com,Midwest,Male,65+,Registered,2024-01-03
2044,Reese King,reesekingms@domain.net,mid-west,Male,45-54,Premium,2023-07-12
2045,Riley Young,rileyyoungb@mail.com,West,Male,18-24,Guest,2024-02-02
2046,Sam Wright,samwrightx@inbox.com,West,Female,35-44,Guest,2023-07-02
2047,Hayden Wright,haydenwrights@example.com,Midwest,Female,45-54,Guest,2024-05-10
2048,Morgan Garcia,morgangarcianr@mail.com,Northeast,Female,35-44,Registered,2025-04-17
2049,Casey Clark,caseyclarkyye@mail.com,South,Female,45-54,Registered,2024-03-02
2050,Alex Patel,alexpatelr8k@inbox.com,South,Female,35-44,Registered,2024-03-28
2051,Alex Nguyen,alexnguyenktg@inbox.com,West,Female,18-24,Registered,2024-09-22
2052,Logan Patel,loganpatelqqn@mail.com,Midwest,Male,35-44,Guest,2023-02-28
2053,Alex Martin,alexmartind@domain.net,West,Female,45-54,Registered,2023-08-10
2054,Riley Kim,rileykimbp9@mail.com,Midwest,Female,45-54,Guest,2023-02-19
2055,Casey Rivera,caseyrivera@domain.net,Midwest,Female,35-44,Guest,2023-05-19
2056,Riley Martin,rileymartiny@example.com,South,Female,,Registered,2023-11-02
2057,Quinn Young,quinnyoung7@mail.com,West,Male,35-44,Guest,2024-05-28
